genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,20573,4,6,0.11305457,0.09797797,0.09032574,0.156387061,2.93473196,11,3058.862585,3158.681555,53,0,0,53,93.2025,9.3925,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,13064,1,6,0.14504862,0.10885799,0.08433784,0.156387061,2.93473196,6,3214.941138,1573.042456,319,0,0,320,352.2639063,67.734375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,18845,1,6,0.14751618,0.106956154,0.0921421,0.156387061,2.93473196,12,3134.383093,2488.651831,622,0,0,622,885.6946875,41.54375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,5730,4,13,0.08981211,0.07058663,0.06513656,0.156387061,2.93473196,17,2354.042419,3350.593127,92,0,0,92,94.33140625,12.463125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,22462,4,1,0.10034057,0.09566176,0.08910682,0.156387061,2.93473196,8,1228.668359,2361.670215,193,0,0,193,218.375625,44.84015625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,10656,9,1,0.19520466,0.09341176,0.07653818,0.156387061,2.93473196,9,315.0267105,3140.138855,152,0,0,152,430.2939063,61.954375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,32657,1,6,0.18195726,0.094380125,0.06500771,0.156387061,2.93473196,25,3410.161401,1848.231201,234,0,0,234,215.305,46.5109375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,27862,1,9,0.15823354,0.116586536,0.07656638,0.156387061,2.93473196,6,3806.29502,1378.290356,72,0,0,72,173.8064063,19.64296875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,5769,13,17,0.105659634,0.096073866,0.081753865,0.156387061,2.93473196,22,2287.333398,3194.948291,46,0,0,46,61.18671875,7.4959375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,358,1,6,0.16691515,0.08468962,0.07986468,0.156387061,2.93473196,11,3878.186011,3387.520605,270,0,0,271,263.0803125,25.24234375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,2263,1,5,0.15540598,0.10008571,0.07027703,0.156387061,2.93473196,1,3293.730078,2536.002393,111,0,0,111,310.4492188,16.25625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,17019,3,6,0.088919565,0.08387686,0.07583438,0.156387061,2.93473196,7,4301.644556,2800.24635,283,0,0,283,312.2554688,19.10109375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,27882,1,5,0.136156,0.1355841,0.07861744,0.156387061,2.93473196,15,3896.125244,1422.496686,222,0,0,222,291.0320313,50.3040625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,7577,4,17,0.127224,0.08211085,0.06477951,0.156387061,2.93473196,4,1718.368176,2795.930981,208,0,0,209,238.3798438,33.64140625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,15071,4,6,0.112192124,0.10593819,0.086692244,0.156387061,2.93473196,19,4882.663965,2575.387939,121,0,0,121,278.1173438,21.0428125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,27893,1,6,0.14184774,0.09807424,0.08852182,0.156387061,2.93473196,3,4051.706372,920.8417725,212,0,0,212,390.0145313,50.25890625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,5832,1,6,0.13206196,0.08282851,0.07537182,0.156387061,2.93473196,2,2105.333997,3120.932092,189,2,0,191,469.4895313,22.89421875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,2325,11,4,0.08787341,0.08533653,0.06492637,0.156387061,2.93473196,20,4469.275098,3511.801978,87,0,0,87,166.8975,10.3859375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,24312,1,11,0.22077413,0.10753176,0.06645075,0.156387061,2.93473196,10,5031.885449,1352.75072,276,0,0,276,400.1746875,57.12265625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,416,1,5,0.13675308,0.08774806,0.068337224,0.156387061,2.93473196,2,3321.127844,3396.888867,233,0,0,233,334.87875,21.2234375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,27911,6,1,0.10757062,0.09550668,0.09255501,0.156387061,2.93473196,1,4029.041089,985.360321,160,0,0,160,330.2276563,40.3696875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,5858,4,1,0.16647491,0.08837677,0.085979626,0.156387061,2.93473196,2,2122.992456,3168.468176,106,0,0,106,267.8217188,28.76453125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,27914,1,6,0.20004563,0.09831928,0.07630808,0.156387061,2.93473196,6,4005.073413,1383.00022,510,1,0,511,524.4446875,75.2303125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,433,4,1,0.1689422,0.08526547,0.08355456,0.156387061,2.93473196,11,3440.885498,3369.623083,377,0,0,377,560.0278125,68.05046875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,24336,4,1,0.18653393,0.08723865,0.07885179,0.156387061,2.93473196,10,5033.291187,1300.038684,457,0,0,458,433.2290625,90.493125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,29837,12,13,0.11880166,0.11280119,0.08717871,0.156387061,2.93473196,13,5119.513892,3208.1677,95,1,0,96,57.75484375,19.5075,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,27952,4,6,0.11768412,0.085956514,0.08390899,0.156387061,2.93473196,16,3963.649194,1480.621558,191,0,0,191,174.1225,27.81625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,9481,1,6,0.18728876,0.105419196,0.06411123,0.156387061,2.93473196,1,4228.436646,1175.826105,302,0,0,302,326.6151563,41.001875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,11328,4,1,0.14090158,0.08607818,0.08323602,0.156387061,2.93473196,9,4787.366431,2266.440747,169,0,0,169,508.9109375,70.1728125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,7646,1,4,0.11034664,0.09090931,0.08954632,0.156387061,2.93473196,18,2048.735535,2577.686011,576,0,0,577,477.9789063,95.37,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,1717,1,4,0.16369054,0.097325444,0.07252482,0.156387061,2.93473196,6,2784.452246,1692.968201,323,0,0,324,215.7565625,8.98609375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,18394,13,17,0.09214371,0.08937913,0.07690881,0.156387061,2.93473196,1,2739.960266,1998.988953,64,0,0,64,58.341875,10.52140625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,11340,1,11,0.22375742,0.11041621,0.06128993,0.156387061,2.93473196,21,4819.39126,2267.679224,163,0,0,163,473.1471875,48.3171875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,7661,4,5,0.122186534,0.0742763,0.07177255,0.156387061,2.93473196,6,1680.94483,2571.102039,131,0,0,131,240.9085938,14.67578125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,15154,4,13,0.099245064,0.07306201,0.062412944,0.156387061,2.93473196,17,4796.423413,2727.12207,83,0,0,83,256.84875,24.20375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,9556,3,1,0.09297427,0.09207418,0.086560644,0.156387061,2.93473196,10,4504.837305,1138.493134,146,0,0,146,276.3110938,14.40484375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,11368,17,9,0.13276468,0.08809165,0.078452066,0.156387061,2.93473196,2,4747.389453,2374.687292,27,0,0,27,46.28515625,9.8440625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,501,1,11,0.1730935,0.0863523,0.07737681,0.156387061,2.93473196,9,2219.049097,3390.333118,379,0,0,380,200.9001563,58.20640625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,22608,6,3,0.11268073,0.094690405,0.09230721,0.156387061,2.93473196,8,1285.987329,2070.700439,457,0,0,457,455.2653125,51.3878125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,11380,1,6,0.21028705,0.09149816,0.0652945,0.156387061,2.93473196,2,4570.938501,2332.535718,166,0,0,166,522.72875,34.0478125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,20758,1,6,0.22426927,0.08802985,0.06991383,0.156387061,2.93473196,2,2805.039844,3132.767761,84,0,0,84,154.8407813,27.996875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,11387,1,6,0.12000576,0.10771315,0.09907739,0.156387061,2.93473196,14,4591.389966,2291.974365,147,0,0,147,427.6296875,42.5371875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,2439,1,6,0.11540964,0.09648361,0.07998742,0.156387061,2.93473196,8,1622.79682,1719.000488,399,0,0,399,577.0065625,55.13578125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,19052,1,4,0.17573795,0.09024898,0.077455275,0.156387061,2.93473196,2,2523.682373,2467.516382,127,0,0,127,400.4004688,47.9559375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,535,6,4,0.109616056,0.097357124,0.09567607,0.156387061,2.93473196,17,2481.827136,2754.955005,123,1,0,124,440.9959375,38.834375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,7713,1,6,0.16595553,0.09835493,0.08570284,0.156387061,2.93473196,19,4855.291309,715.6484314,446,0,0,447,505.4339063,74.46265625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,11397,1,11,0.23259795,0.09565585,0.08045669,0.156387061,2.93473196,2,4528.404468,2340.414612,293,0,0,293,626.0914063,42.1759375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,13347,1,6,0.120495215,0.101397395,0.08693409,0.156387061,2.93473196,6,3058.539063,1587.083124,350,0,0,350,549.6870313,52.7425,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,19094,8,4,0.07883493,0.075017035,0.073903956,0.156387061,2.93473196,6,2512.117102,2528.277686,104,0,0,104,123.7732813,36.98296875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,19100,1,3,0.1034945,0.08536194,0.08009387,0.156387061,2.93473196,15,2501.273999,2060.938306,194,0,0,194,233.2320313,25.106875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,11409,1,12,0.16336633,0.12078666,0.10841274,0.156387061,2.93473196,14,4534.073901,2369.634607,258,0,0,258,600.9845313,33.55109375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,28071,1,6,0.14639632,0.09661287,0.084813856,0.156387061,2.93473196,6,4007.471509,903.7930054,496,0,0,496,506.6079688,66.33453125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,7739,6,3,0.10916051,0.09693107,0.092722565,0.156387061,2.93473196,3,4920.402637,683.3705322,445,1,0,446,293.876875,84.5325,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,579,3,6,0.1061077,0.09977854,0.09759518,0.156387061,2.93473196,2,2479.488391,3291.556934,211,0,0,211,427.5845313,43.75640625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,4202,6,1,0.1631087,0.09139952,0.08539353,0.156387061,2.93473196,4,2181.612573,2329.889221,376,0,0,376,372.1778125,45.83359375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,13386,3,4,0.10383889,0.09287229,0.09196466,0.156387061,2.93473196,3,2799.763867,1224.013177,224,0,0,224,317.4484375,13.005,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,4203,4,17,0.08156353,0.0778842,0.07486622,0.156387061,2.93473196,6,2162.616858,2331.151355,317,0,0,317,177.2382813,48.1365625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,606,6,1,0.12858255,0.09135102,0.090091966,0.156387061,2.93473196,2,2470.360229,3221.873535,141,0,0,141,303.0435938,26.14546875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,28125,6,4,0.120583445,0.0976738,0.09500325,0.156387061,2.93473196,6,3775.084082,1312.329755,433,0,0,433,356.0570313,70.57921875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,24561,1,6,0.17368811,0.09673434,0.08757327,0.156387061,2.93473196,8,5015.625049,951.3346924,341,0,0,341,481.6817188,61.81890625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,635,1,6,0.1357152,0.103304565,0.084377125,0.156387061,2.93473196,6,1641.474615,3090.709985,852,0,0,853,798.2721875,90.7640625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,2509,1,6,0.13563827,0.088779025,0.081932195,0.156387061,2.93473196,11,3318.280676,3133.470215,626,0,0,626,598.7267188,39.15046875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,15301,9,1,0.11259301,0.08647432,0.07281942,0.156387061,2.93473196,13,4693.475879,3363.827063,177,0,0,177,105.7559375,41.54375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,20874,9,12,0.12773415,0.106743224,0.096744895,0.156387061,2.93473196,9,2952.471887,3127.372046,19,0,0,19,80.51359375,11.018125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,28168,1,4,0.18293348,0.081841886,0.08027909,0.156387061,2.93473196,10,3725.577808,1675.798553,244,0,0,244,200.6292188,49.8525,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,11471,1,4,0.19236334,0.089693725,0.066258125,0.156387061,2.93473196,12,4625.406567,2176.806628,99,0,0,99,119.2125,36.62171875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,6072,1,6,0.1454639,0.099426575,0.08257889,0.156387061,2.93473196,22,2217.30033,3366.8224,219,0,0,219,411.7798438,42.49203125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,30098,1,6,0.16494106,0.09273951,0.07713811,0.156387061,2.93473196,14,5189.413525,2573.006653,175,0,0,175,282.9942188,62.9478125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,4253,1,6,0.12468958,0.1130047,0.07091161,0.156387061,2.93473196,4,2293.106384,2372.08313,659,0,0,661,854.0401563,49.98796875,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,33517,6,1,0.13144071,0.09621759,0.09289124,0.156387061,2.93473196,8,2267.683789,1424.123016,688,0,0,689,631.0134375,67.373125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,678,6,4,0.117540844,0.093171045,0.09109805,0.156387061,2.93473196,26,1642.81322,2798.427026,318,0,0,318,498.344375,53.465,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,2553,1,5,0.1680472,0.10653537,0.06887742,0.156387061,2.93473196,12,3058.199561,2554.629761,346,0,0,346,676.9373438,24.1134375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,24646,9,4,0.1758424,0.07015812,0.06761659,0.156387061,2.93473196,6,1475.277826,3365.770276,52,0,0,52,72.92734375,11.379375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,11514,1,6,0.111899264,0.102265276,0.07933096,0.156387061,2.93473196,28,4798.948926,2431.820117,159,0,0,159,412.4571875,28.6290625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,5491,1,5,0.1298972,0.12541892,0.06979247,0.156387061,2.93473196,18,3465.440869,3451.606165,235,0,0,235,289.903125,52.4715625,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,20946,1,3,0.11115712,0.097347885,0.09345111,0.156387061,2.93473196,2,2725.916174,3344.024512,262,0,0,262,433.3645313,69.67609375,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,0,Transformer Model : Stratified Sampling - Raw Data
Vwc2l,Adamtsl1,Gjc3,Sox10,Opalin,2,28225,1,4,0.13767135,0.086190864,0.07992908,0.156387061,2.93473196,6,3992.208862,1237.571985,344,0,0,345,337.8590625,39.96328125,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Astrocytes,Neurons,Oligodendrocytes,1,Transformer Model : Stratified Sampling - Raw Data
