genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,21295,6,5,0.11424851,0.09156871,0.084639564,0.156387061,2.93473196,1,2796.026025,2619.945288,236,0,0,236,232.28375,9.07640625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,21962,6,4,0.114883415,0.09216896,0.0917326,0.156387061,2.93473196,8,1554.719,1793.702747,306,0,0,306,358.0890625,58.6128125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,26276,1,5,0.12076289,0.09916376,0.09189578,0.156387061,2.93473196,5,4045.475391,768.681189,94,0,0,94,359.624375,12.64375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28635,6,5,0.15545335,0.10706425,0.08567305,0.156387061,2.93473196,10,3663.502075,1277.623877,261,0,0,262,346.3484375,29.3515625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,21982,5,1,0.12470027,0.09631164,0.08845177,0.156387061,2.93473196,19,1245.761224,2436.098755,154,0,0,154,252.7395313,9.934375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,27434,6,2,0.10021383,0.09647603,0.09467901,0.156387061,2.93473196,2,1577.967206,3418.047974,490,1,1,492,553.1189063,38.78921875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,21990,8,6,0.10760621,0.086496554,0.08001704,0.156387061,2.93473196,5,1263.297144,2465.051465,162,0,0,162,194.894375,52.2909375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,10763,5,6,0.16094553,0.096936055,0.09491789,0.156387061,2.93473196,3,634.0486389,3244.488806,534,0,0,535,702.3603125,45.15625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,32768,6,1,0.12293005,0.094038226,0.08243869,0.156387061,2.93473196,20,3351.326086,1942.349194,322,0,0,322,253.416875,59.5159375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,16453,6,5,0.16388173,0.10483211,0.087795444,0.156387061,2.93473196,1,4255.128223,3032.7448,551,0,0,552,1063.474844,46.6915625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,27462,6,1,0.12707336,0.10668843,0.08191608,0.156387061,2.93473196,5,1387.456494,3420.078967,354,0,1,355,382.3379688,35.6734375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34017,6,4,0.10704596,0.09839465,0.09032482,0.156387061,2.93473196,3,2094.484668,1258.552728,661,0,0,662,556.4153125,56.03890625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,36342,2,1,0.11358617,0.09999108,0.08574121,0.156387061,2.93473196,11,3495.385938,3200.383228,105,0,0,105,237.0251563,6.86375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,32766,6,4,0.12225896,0.1010967,0.09037948,0.156387061,2.93473196,27,3344.494128,1955.861206,255,0,0,255,335.1045313,44.20796875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35766,6,1,0.11575508,0.09863583,0.08831691,0.156387061,2.93473196,9,3548.046509,3357.031006,359,0,0,359,420.1789063,76.765625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28004,6,1,0.11563958,0.10353176,0.08966738,0.156387061,2.93473196,4,3815.849634,1593.653711,798,0,0,798,974.110625,92.88640625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34050,6,5,0.13203259,0.094564795,0.0893749,0.156387061,2.93473196,1,2133.359509,1130.109241,235,0,0,235,439.460625,31.609375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,20964,4,6,0.10002515,0.09159097,0.08217186,0.156387061,2.93473196,12,2779.349963,2877.819434,246,0,0,246,160.1240625,17.83671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34065,5,6,0.14308646,0.103249475,0.09352082,0.156387061,2.93473196,5,2187.683765,1161.365729,168,0,0,168,248.4496875,6.5025,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,27487,4,6,0.10596938,0.104275666,0.076671995,0.156387061,2.93473196,25,1439.721326,3466.439038,280,0,0,280,182.43125,59.47078125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23382,5,1,0.10843119,0.10672066,0.09229742,0.156387061,2.93473196,23,909.8681396,1967.469226,243,0,0,244,414.35375,8.26359375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28719,6,1,0.11510214,0.09824284,0.08887649,0.156387061,2.93473196,4,3935.905078,1556.821796,230,0,0,230,516.6778125,39.15046875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28056,8,6,0.12746021,0.10241289,0.09378984,0.156387061,2.93473196,3,3965.172388,928.5085815,450,0,0,450,421.5335938,80.378125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,22631,6,2,0.11211568,0.098965555,0.08719612,0.156387061,2.93473196,9,1312.254321,2012.916833,156,0,0,157,217.9240625,24.8359375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,22066,6,4,0.10926384,0.09662804,0.08800874,0.156387061,2.93473196,8,1333.491663,2079.344666,89,0,0,89,149.4671875,16.25625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,27517,5,1,0.12252256,0.10939305,0.09617676,0.156387061,2.93473196,4,1510.531036,3428.373938,404,0,0,404,718.706875,49.2203125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,15233,6,5,0.15794554,0.10176575,0.08492544,0.156387061,2.93473196,17,4894.404175,2860.376172,228,0,0,228,477.5725,58.2515625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,19638,5,6,0.15487899,0.10441316,0.09340088,0.156387061,2.93473196,3,1534.360919,1654.076239,328,0,0,328,452.8720313,25.1971875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,27146,6,4,0.11572428,0.10089559,0.08644903,0.156387061,2.93473196,5,5251.500049,1726.247797,282,0,1,283,434.7192188,19.5978125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,30017,6,4,0.1351504,0.10124114,0.085694015,0.156387061,2.93473196,7,5159.623682,2698.74834,150,0,0,150,294.7348438,26.1003125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,1,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,26418,2,6,0.09488285,0.0908691,0.08839024,0.156387061,2.93473196,28,3742.590259,823.9677124,128,0,0,128,228.9873438,26.41640625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33068,4,6,0.11654631,0.10341123,0.10023242,0.156387061,2.93473196,8,2386.955432,1514.574451,153,0,0,153,168.8392188,22.1265625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,31331,8,4,0.08887694,0.07955519,0.072922796,0.156387061,2.93473196,12,4084.811548,2057.687927,229,0,0,229,228.0842188,94.828125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,29152,6,4,0.11066144,0.094889104,0.07959418,0.156387061,2.93473196,3,3386.042236,912.3191528,104,0,0,104,165.4976563,15.9853125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,15490,8,4,0.095362656,0.08689179,0.07711942,0.156387061,2.93473196,27,4536.299756,3357.798206,144,0,0,144,171.7292188,51.65875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,30829,6,1,0.12444236,0.09365793,0.08166424,0.156387061,2.93473196,17,4999.077856,2782.285535,131,0,0,131,250.2107813,31.1578125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34969,2,6,0.09337403,0.09017801,0.08200877,0.156387061,2.93473196,14,4081.433545,2673.48512,162,0,0,162,422.5721875,4.9671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33681,6,1,0.161457,0.106279425,0.08587125,0.156387061,2.93473196,5,1963.810449,1188.834882,388,0,0,388,468.9928125,47.00765625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,19330,6,2,0.10764082,0.08253588,0.07693164,0.156387061,2.93473196,1,2508.130444,1762.520654,255,1,0,256,211.0151563,10.88265625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,36016,5,1,0.18718134,0.1257959,0.10020322,0.156387061,2.93473196,7,3398.155566,2736.931104,311,0,0,311,696.2190625,32.55765625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,1,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18762,6,1,0.1190852,0.09764728,0.07973712,0.156387061,2.93473196,1,2703.89856,2132.166895,152,0,0,152,238.5604688,20.59125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,27011,6,1,0.12694874,0.09947378,0.09206346,0.156387061,2.93473196,2,5099.188184,2253.608777,189,0,0,189,574.2971875,75.81734375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,26049,6,1,0.15807551,0.106048144,0.09258962,0.156387061,2.93473196,16,1138.298999,3214.900671,447,0,0,448,502.2278125,66.9215625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,25146,6,2,0.09050666,0.08435694,0.08335139,0.156387061,2.93473196,1,1516.50874,3210.298718,103,0,0,103,138.7651563,10.79234375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35878,6,1,0.14043388,0.105971195,0.07908194,0.156387061,2.93473196,14,3590.896802,2937.429834,227,0,0,227,180.5346875,30.84171875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,30262,4,6,0.10992076,0.1031599,0.09047627,0.156387061,2.93473196,27,4971.605176,3199.814417,238,0,0,238,220.7689063,24.6553125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28178,6,4,0.16491143,0.11104227,0.08428987,0.156387061,2.93473196,16,3923.796313,1195.787512,723,1,0,728,641.038125,126.1665625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,27793,1,2,0.10597757,0.09991562,0.09532206,0.156387061,2.93473196,6,4047.769312,1316.279474,154,0,0,154,159.6273438,24.384375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,22785,6,1,0.14064194,0.11543559,0.08056686,0.156387061,2.93473196,8,1089.671466,1981.487793,396,0,0,396,300.8309375,32.0609375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34167,4,8,0.12122936,0.09428639,0.09045069,0.156387061,2.93473196,26,1784.324524,1494.786841,626,0,0,626,497.621875,77.3978125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35902,6,1,0.16268834,0.11277323,0.083047405,0.156387061,2.93473196,24,3550.575757,2984.529919,189,0,0,189,206.27375,26.01,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,32988,1,6,0.14216833,0.08953831,0.086890094,0.156387061,2.93473196,16,2323.370203,1661.492883,321,0,0,321,330.4534375,35.4025,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33568,6,1,0.12264177,0.09946508,0.087046154,0.156387061,2.93473196,1,2307.98761,1523.776904,333,0,0,334,414.9407813,52.87796875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,35928,8,1,0.0983046,0.09614379,0.08179163,0.156387061,2.93473196,7,3517.425757,2886.849023,200,0,0,201,147.8867188,45.74328125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,1,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,25214,6,4,0.106097884,0.10050715,0.092636555,0.156387061,2.93473196,16,1303.758057,2851.894226,100,0,0,100,154.4795313,13.14046875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33577,6,4,0.10470473,0.098038726,0.0921347,0.156387061,2.93473196,8,2235.925623,1216.522241,431,0,0,431,360.5726563,45.65296875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28232,6,1,0.12358762,0.09425962,0.0865405,0.156387061,2.93473196,6,3997.156128,1264.930011,214,0,0,214,209.0282813,24.42953125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,26691,4,8,0.10195538,0.09265917,0.08919089,0.156387061,2.93473196,1,5080.725586,2492.693066,483,0,0,484,309.9976563,64.0315625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33588,6,1,0.16010226,0.10360801,0.08252503,0.156387061,2.93473196,5,2233.422107,1475.818414,640,1,0,641,590.0567188,81.1909375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,32681,6,2,0.09356912,0.08669267,0.08244107,0.156387061,2.93473196,14,3442.686768,1888.899634,111,0,0,111,120.0704688,11.740625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,30943,4,6,0.110596985,0.10146689,0.094309635,0.156387061,2.93473196,17,5041.82937,2791.701526,166,1,0,167,204.5126563,39.4665625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,11563,6,2,0.115492865,0.092719324,0.08349523,0.156387061,2.93473196,16,4524.071045,1851.617297,510,0,0,510,657.4298438,48.00109375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24706,6,4,0.11103094,0.100409724,0.08708614,0.156387061,2.93473196,4,1519.436322,3092.205164,344,0,0,345,422.4367188,56.94203125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,21000,4,6,0.112255685,0.10420976,0.100945204,0.156387061,2.93473196,1,2826.922986,2931.874121,976,0,0,977,504.1695313,110.18125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33649,4,2,0.09008286,0.08061012,0.07501262,0.156387061,2.93473196,3,2187.378918,1672.540289,148,0,0,148,113.7034375,27.04859375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24698,2,4,0.08824598,0.08753095,0.0804192,0.156387061,2.93473196,16,1637.894489,3151.47959,137,0,0,137,145.8998438,25.64875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23411,2,4,0.103163615,0.09691279,0.081325226,0.156387061,2.93473196,5,865.0107697,1851.839551,191,0,0,193,311.4426563,21.90078125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28923,6,4,0.11964893,0.1070905,0.09973475,0.156387061,2.93473196,10,3495.686841,1662.121875,268,0,0,268,230.658125,37.4796875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,32666,2,1,0.10887832,0.09777675,0.08874965,0.156387061,2.93473196,25,3516.597339,1860.671582,264,0,0,264,377.9578125,65.205625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,22877,5,1,0.17062783,0.108457014,0.09944887,0.156387061,2.93473196,5,1029.534796,2445.246008,352,0,0,353,388.3889063,20.1396875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28307,6,4,0.14442734,0.09761003,0.08199616,0.156387061,2.93473196,10,3903.105786,1157.50929,96,0,0,96,153.17,10.79234375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,31511,5,1,0.12919642,0.12168499,0.10379199,0.156387061,2.93473196,4,3869.440723,2091.632935,363,1,0,365,901.0026563,12.50828125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24355,2,6,0.11818797,0.09335192,0.08554654,0.156387061,2.93473196,9,5172.154541,1511.447235,75,0,0,75,212.3246875,8.9409375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,22908,8,5,0.20773181,0.09971405,0.0917911,0.156387061,2.93473196,3,1021.028156,2267.006445,534,0,0,536,365.043125,71.5275,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,30824,5,2,0.10115854,0.088672854,0.08760076,0.156387061,2.93473196,17,5371.550513,2774.148694,233,0,0,233,412.0959375,13.0953125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33678,6,1,0.16024041,0.09729651,0.09191316,0.156387061,2.93473196,19,1942.151636,1183.995422,439,0,0,439,577.458125,78.16546875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33666,5,1,0.12746097,0.119283825,0.10273141,0.156387061,2.93473196,9,1953.944141,1139.712,305,0,0,305,822.024375,22.8490625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33684,6,4,0.14670466,0.10471059,0.08681953,0.156387061,2.93473196,5,2034.724023,1201.005798,520,0,0,521,797.4142188,75.54640625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,31544,6,4,0.116445586,0.10540313,0.08323939,0.156387061,2.93473196,2,4052.733179,1830.402576,337,0,0,337,349.5996875,59.3353125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,25531,6,2,0.11159674,0.095199846,0.09064838,0.156387061,2.93473196,8,1078.776587,2728.884534,167,0,0,167,391.23375,26.8228125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,30460,8,6,0.10460848,0.09070787,0.08272082,0.156387061,2.93473196,27,5260.268994,3215.001526,150,0,0,150,132.4432813,24.06828125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24774,6,5,0.12686823,0.09846307,0.084062696,0.156387061,2.93473196,4,1169.682178,3315.023035,349,0,0,349,566.5754688,42.085625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33299,5,1,0.1063055,0.1018054,0.09807031,0.156387061,2.93473196,8,2235.619116,1188.64967,257,0,0,257,426.3653125,28.04203125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24165,6,4,0.1217569,0.091266535,0.08892078,0.156387061,2.93473196,23,5361.333911,903.3864746,599,0,1,602,446.4146875,89.8609375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,17489,6,2,0.10841008,0.09115911,0.08563459,0.156387061,2.93473196,14,3284.838904,2305.042908,455,0,0,455,294.4639063,20.410625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,21820,4,8,0.10548666,0.095002554,0.09324031,0.156387061,2.93473196,8,1617.043756,1940.071045,230,0,0,230,191.5528125,34.860625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
